id,事務所id,名前,本名,別名,生年月日,没年月日,出身地,血液型,身長,方言,最終学歴,師匠,出身,active,activeend,配偶者,親族,弟子,公式サイト,YouTube,
1950,108,松田大輔,杉 大輔（すぎ だいすけ）,,1977/3/2,,岐阜県揖斐郡大野町,O型,178cm,共通語,,,,1995/1/1,,あり（離婚歴あり）,,,https://profile.yoshimoto.co.jp/talent/detail?id=2803,,
1951,108,松田洋昌,,,,,,,,,,,NSC東京校2期（松田） 1998年 渋谷公園通り劇場（Q太郎）,2001/1/1,,,,,https://web.archive.org/web/20080226221800/http://hikingwalking.laff.jp/blog/,,
1952,94,松田美帆子,,,,,,,,,,,,2001/3/1,2011/3/1,,,,https://ameblo.jp/sienne02,,
1953,108,松谷賢示,松谷賢示,,1969/8/22,,奈良県吉野郡天川村,B型,163 cm,関西弁,奈良県立広陵高等学校,,,1992/1/1,,未婚（離婚歴有り）,,,https://profile.yoshimoto.co.jp/talent/detail?id=237,,
1954,999,マッチョ29,,,,,・東京,,,,,,,,,,,,https://macho29.com,,
1955,999,松乃家扇鶴,平野 英治,,1943/2/22,,,,,,,田辺一鶴 千家松人形,,,,,,,,,
1956,108,松橋周太呂,松橋 周太呂,家事えもん しゅうた,1985/1/19,,東京都三鷹市,B型,170cm,共通語 、関東方言,東京都立永福高等学校中退,,NSC東京校9期,2006/1/1,,既婚,,,https://profile.yoshimoto.co.jp/talent/detail?id=2640,,
1957,999,松浜心,松浜 心,,1979/2/18,,広島県東広島市黒瀬町,AB型,172cm,共通語、広島弁,広島県立黒瀬高等学校,,NSC広島校1期（2002年）,2002/1/1,,あり,,,https://twitter.com/matsuhamashin,,
1958,117,松原タニシ,松原 高志（まつばら たかし）,タニシ恋村虚無子,1982/4/28,,兵庫県神戸市垂水区,B型,167cm,関西弁,龍谷大学中退,,,2003/1/1,,,松原美穂（姉）,,https://www.shochikugeino.co.jp/talents/matsubaratanishi,,
1959,999,松原陽子,,,1981/6/29,,愛知県名古屋市,A型,,,,,,,,,,,,,
1960,128,松原義和,,,,,,,,,,,,2004/2/8,,,,,https://www.ohtapro.co.jp/talent/futoumatsubara.html,,
1961,146,松間雄亮,,,,,,,,,,,大阪NSC32期,,,,,,,,
1962,104,松丸ほるもん,松丸 実希子（まつまる みきこ）（出生名）,,1986/5/14,,千葉県柏市,B型,158cm,,千葉県立松戸馬橋高等学校,,ワタナベコメディスクール11期,2010/1/1,,マービンJr.（夫）,,,https://www.watanabepro.co.jp/mypage/4000090/,,
1963,128,松村邦洋,松村 邦洋,まっちゃん バウバウ,1967/8/11,,山口県熊毛郡田布施町,A型,164cm,共通語・山口弁,九州産業大学中退,,,1988/1/1,,,,みつまJAPAN',,,
1964,96,松村祥維,,,,,,,,,,,,2019/2/1,,,,,https://www.maseki.co.jp/talent/hitsujineiri,,
1965,104,松本明子,平井 明子,,1966/4/8,,香川県高松市,A型,,,,,,,,本宮泰風（1998年）,,,https://www.watanabepro.co.jp/mypage/20000002/,,
1966,53,松本キック,松本 真一（まつもと しんいち）,シンカ（旧芸名）,1969/3/8,,三重県上野市（現：伊賀市）,O型,174cm,,神奈川大学法学部中退,,,1991/1/1,,既婚,,,,,
1967,999,松本晃市郎,松本 晃市郎,,1986/3/7,,徳島県,,171cm,,,,,,,,,,,,
1968,108,松本康太,松本 康太,,1979/5/16,,京都府乙訓郡大山崎町,B型,170cm,京都弁,京都両洋高等学校,,NSC大阪校21期,1998/1/1,,既婚,,,,,
1969,45,松本拓郎,,,,,,,,,,,NSC東京校12期,2007/1/1,,,,,http://www.kdashstage.jp/profile/archives/5,,
1970,108,松本竹馬,,,,,,,,,,,NSC東京校18期,2015/4/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=6796,https://www.youtube.com/channel/UCt_ARKKz_7gG8KrdzOseB8A,
1971,999,松本秀樹,松本 秀樹,,1974/11/15,,大阪府大阪市大正区,A型,166 cm,標準語、大阪弁,大阪工業大学高等学校（現・常翔学園高等学校）,,NSC大阪校12期,1993/1/1,,,,,http://www.damcompany.jp/,,
1972,108,松本人志,,,1963/9/8,,兵庫県尼崎市,B型,172 cm,関西弁,兵庫県立尼崎工業高等学校 機械科,,NSC大阪校1期,1982/1/1,,伊原凛,松本隆博（兄）,,https://profile.yoshimoto.co.jp/talent/detail?id=251,,
1973,117,松本美香,松本 美香,,1970/7/13,,兵庫県神戸市灘区,B型,,,,,,,,,,,,,
1974,108,松本竜助,松本 稔 （まつもと みのる）,,1956/4/6,2006/4/1,徳島県,,160cm,大阪弁,大阪市立都島工業高等学校卒業,河内家菊水丸（1998年から）,,1977/1/1,1998/1/1,既婚,,,,,
1975,59,マツモトクラブ,松本 洋平（まつもと ようへい）,マツクラ,1976/6/8,,東京都調布市,A型,171 cm,,,,,2011/1/1,,,,,https://www.sma.co.jp/s/sma/artist/425?ima=0000#/news/0,https://www.youtube.com/channel/UCVxs1AOlujN9sqNCdTuh5Mw,
1976,128,まとばゆう,的場 優（まとば ゆう）,,1985/6/18,,神奈川県横須賀市,A型,165cm,,日本大学芸術学部・大学院芸術学研究科,,,2011/1/1,,,,,https://www.ohtapro.co.jp/talent/matobayou.html,,
1977,58,まなてぃ,次田 愛（つぎた まな）,,1976/8/20,,大分県宇佐市,B型,,,山口県立大学,,,2003/1/1,,パルデン（元ラヴドライブ）,,,https://web.archive.org/web/20070223230612/http://www.h5.dion.ne.jp/~magorock/,,
1978,108,まひる,岡田 まひる,,1993/8/30,,鳥取県大山町,,166cm,,米子松蔭高等学校,,NSC大阪校35期,2013/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=6424,,
1979,999,マリカ ,相原 真利香（あいはら まりか）,,1983/8/24,,千葉県四街道市,B型,153cm,,昭和音楽芸術学院（現・昭和音楽大学）ミュージカル科,,松竹芸能タレントスクール12期生,2008/1/1,,,,,http://ameblo.jp/skippamarika/,,
1980,117,マリッジスターこうもと,河本 健斗（こうもと けんと）,MBK（エムビーケイ）、こうもとさん、マリッジさん,1984/11/1,,岡山県津山市,A型,,,,,NSC大阪校26期,,,,河本啓佑（弟）,,https://www.shochikugeino.co.jp/talents/ultratoufu/,,
1981,999,マリリンジョイ,,マリリン、MJ,1983/8/15,,北海道,A型,170cm,共通語,北海道旭川南高等学校,,NSC東京校9期,,,,,,,,
1982,128,まりんか ,松本 真理 （まつもと まり）,,,,,,149cm,,沢入国際サーカス学校卒業,,太田プロエンタテイメント学院11期,2017/1/1,,,,,,,
1983,108,まるいるい,,,,,,,,,,,,2020/1/1,,,,,,https://www.youtube.com/c/たまゆら学園,
1984,108,まる子 ,,,1988/11/16,,三重県伊賀市,B型,147cm,,,,NSC大阪校30期,2008/1/1,2018/1/31,既婚（2018年）,,,http://www.yoshimoto.co.jp/nagoya/talent/maruko.html,,
1985,104,丸山礼,,,1997/4/1,,北海道北見市,AB型,,,北見藤女子高等学校卒業,,ワタナベコメディスクール22期（特待生）,2015/1/1,,,,,https://www.watanabepro.co.jp/mypage/40000190/,https://www.youtube.com/channel/UC0wwyS5MbDCdbLjbtOt0yew,
1986,108,チャド・マレーン ,,,,,,,,,,ぼんちおさむ（チャド）,NSC大阪校19期（加藤） NSC大阪校21期（チャド）,1999/1/1,,,,,http://chad.jp/,,
1987,999,マンガ太郎,朝倉 康夫,,,,,,,,,,,,,,,,,,
1988,85,まん☆だん太郎,山口毅（やまぐち たけし）,,1972/7/15,,滋賀県,,173cm,共通語,,,NSC東京校3期,2000/1/1,,,,,,,
1989,146,マンボウやしろ,家城 啓之（やしろ ひろゆき）,,1976/7/19,,千葉県,B型,178cm,共通語,,,事務所のオーディション,1997/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=077,,
1990,128,見浦彰彦,,,,,,,,,,,専門学校東京アナウンス学院,2005/1/1,,,,,,https://www.youtube.com/channel/UCxairDZpr_PzbzIaGLv7Q2Q,
1991,108,三浦マイルド,三浦 健一（みうら けんいち）,,1977/10/18,,広島県江田島市,O型,160cm,大阪弁、広島弁（西日本方言）,甲子園大学卒業,,NSC大阪校23期,2002/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=3494,,
1992,44,三浦昌朗,,,,,,,,,,おぼん・こぼん 5代目鈴々舎馬風,,2000/1/1,,,,,https://grapecom.jp/talent_writer/rocketdan/,,
1993,999,みかん ,小出 千春,,1984/2/24,,愛媛県今治市,O型,168 cm,,愛媛県立北条高等学校卒業,,,,,,,,http://tpe.jp/cont/edgelista/edge_mikan.html,,
1994,108,幹てつや,佐川 顕一朗（さがわ けんいちろう）,,1967/7/5,,大阪府豊中市,O型,178 cm,,大阪体育大学,六代桂文枝,,1987/1/1,,あゆ（2012年）,,,https://profile.yoshimoto.co.jp/talent/detail?id=6540,,
1995,108,三木智洋,,,,,,,,,,,札幌吉本のオーディション,2012/1/1,,,,,,,
1996,999,深琴,,,2002/12/22,,宮城県,,147cm,,,,,2015/1/1,,,,,,,
1997,2,みさわ大福,三澤 良太（みさわ りょうた）,,1986/7/1,,栃木県下都賀郡岩舟町（現・栃木市）,,178cm,,埼玉大学教育学部,,,2007/1/1,2018/1/1,,,,http://ashd.info/daifuku.html,,
1998,108,三島達矢,,,1982/10/2,,大阪府大阪市住吉,O型,169cm,,清風高校,,NSC大阪校28期,2011/4/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=3712,https://www.youtube.com/channel/UC0vhOipAozD9bZcNy6CTpgQ,
1999,146,三須友博,,,,,,,,,,,NSC東京校10期,2005/1/1,2016/1/1,,,,http://search.yoshimoto.co.jp/talent_prf/?id=451,,
2000,108,水川かたまり,,,1990/7/22,,岡山県岡山市,AB型,173cm,,慶應義塾大学法学部政治学科中退,,NSC東京校17期,,,,,,,https://www.youtube.com/channel/UCMdLfSBEmAHXfjzG8nNwzxA,
2001,108,水口靖一郎,,,,,,,,,,,NSC大阪校20期,2001/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=390,,
2002,999,水島新太郎,同じ,おぼつちやま おぼ土山,1967/2/17,,,,,,,,,,,,,,,,
2003,108,水田信二,,,1980/4/15,,愛媛県伊予市,O型,168 cm,伊予弁 ・ 大阪弁,,,,2004/1/1,,未婚,,,https://profile.yoshimoto.co.jp/talent/detail?id=2883,,
2004,85,ミスター梅介,岡崎 勝一,,1944/6/2,,東京都,,,,成蹊大学法学部卒業,,,1979/1/1,,,杵屋六里郎（実父）,,http://umesuke2.mikosi.com/,,
2005,108,Mr.オクレ,岡田 信行 （おかだ のぶゆき）,,1953/4/30,,兵庫県明石市,B型,160 cm,,兵庫県立明石南高等学校,,,1974/1/1,,未婚,,,https://profile.yoshimoto.co.jp/talent/detail?id=643,,
2006,999,Mr.シャチホコ,前田 晃克 （まえだ てるよし）,,1993/3/19,,愛知県あま市（旧・海部郡甚目寺町） （出生は名古屋市）。,O型,178 cm,,日本体育大学卒業,,,2015/1/1,,みはる（2018年）,,,,,
2007,999,ミスターちん,三宅 康敏,,1963/10/17,,,A型,160cm,,,,,,,あり,,,,,
2008,108,Mr.ボールド,高取 宏輔,,1941/5/28,2003/10/27,岡山県津山市,,,,,,,,,,,こっこ,,,
2009,999,ミスターヤバタン,,,,,,,190?cm (6?ft 3?in),,,,,,,,,,,https://www.youtube.com/channel/UC4R2E9VWWBxFb5fC0qy3hQ,
2010,108,水野透,水野 透,,1960/9/18,,大阪府大阪市,A型,168cm,関西弁,桃山学院大学卒業,,,1986/1/1,,,,,,,
2011,146,溝口幸雄,溝口幸雄,,,,大阪府泉大津市,O型,171cm,,大阪府立高石高等学校,,NSC大阪校35期,,,,,,,,
2012,85,見た目が邦彦,小鹿 真意,,1975/1/20,,埼玉県,A型,172cm,,,,,1997/1/1,,さよまろ（山本紗代）,,,http://www.wgwf.com/kousei/pages/mitamega.htm,,
2013,108,未知やすえ,内場 泰恵（うちば やすえ） （旧姓：城嶺）,やすえ姉さん えーちゃん やん やんやん,1963/8/7,,大阪府東大阪市,O型,155cm,大阪弁,大阪府立布施北高等学校卒業,,ポケットミュージカルス,1979/1/1,,内場勝則（1992年）,,,,,
2014,45,みちお,道音 雄太,,1984/12/29,,北海道,O型,170cm,,,,札幌吉本（布川） 教文13丁目笑学校（みちお）,2009/1/12,,,,,http://www.kdashstage.jp/profile/archives/23,,
2015,88,経宏,,,,,,,,,,,スクールJCA17期,2008/1/1,2013/1/1,,,,http://www.pjinriki.com/pc/talent/takeuchikeimai/,,
2016,88,光浦靖子,光浦靖子,,1971/5/20,,愛知県田原市,A型,160cm,共通語,東京外国語大学外国語学部インドネシア語学科,,,1992/1/1,,未婚,,,http://www.pjinriki.com/talent/oasiz/,,
2017,33,みっちー,道下明広,,1976/9/26,,福井県鯖江市,A型,174cm,共通語,近畿大学短期大学部商経学科卒業,,事務所のオーディション,2007/1/1,,既婚,,,https://www.oscarpro.co.jp/#/profile/entry/1082,,
2018,108,三ツ星ジョージ,,,1978/7/3,,岐阜県岐阜市,,,,大東文化大学卒業,,NSC東京校12期,2007/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=3339,,
2019,19,みつまJAPAN',三津間 正晃 （みつま　まさあき）,,1969/5/1,,福島県二本松市,O型,,,,松村邦洋,,1988/1/1,,,,,http://mitsumajapan.tabigeinin.com/,,
2020,146,南方英二,,,,,,,,,,,,1963/1/1,2015/1/1,,,,,,
2021,146,南志保,,,1984/3/27,,兵庫県宝塚市,O型,160cm,,,,,,,,,,,,
2022,999,三波伸介 (初代),澤登 三郎,三波ちゃん リーダー キャップ,1930/6/28,1982/12/8,東京府東京市本郷区 （現在の東京都文京区）,,,標準語,,,劇団「東童」,1940/1/1,1982/1/1,,三波伸介 (2代目)（長男）,2代目三波伸介,,,
2023,999,三波伸介 (2代目),澤登 伸一,,1964/6/14,,東京都,B型,171cm,,日本大学芸術学部美術学科,三波伸介 (初代),,1966/1/1,,,,,http://mantenkan.com/,,
2024,999,南道郎,根岸 貞一,南 道朗,1926/9/25,2007/11/13,,A型,,,,,,,,,,,,,
2025,83,南野やじ,廣田 伸一（ひろた しんいち）,,1976/8/30,,長崎県長崎市,A型,170cm,共通語、長崎弁,創価大学法学部卒業,,,1997/1/1,,,,,https://ameblo.jp/minaminoyaji/,,
2026,85,ミニミニ長渕,中森政一,,1969/3/4,,大阪府,AB型,157cm,,,,,,,,,,,,
2027,108,みのるチャチャチャ♪,橘実（たちばな みのる）,実くん、みのちゃん,1981/10/29,,茨城県常陸太田市,B型,165cm,共通語,奥羽大学中退,,NSC東京校9期,2004/1/1,,,,,,,
2028,108,箕輪はるか,箕輪 はるか,,1980/1/1,,東京都府中市[要出典],A型,160cm,標準語,早稲田大学第二文学部思想宗教系専修卒業,志村けん,NSC東京校9期,2003/1/1,,,,,,,
2029,68,みはる,,,,,,,,,,,,,,,,,,,
2030,999,三平×2,三平 太一,,1974/4/8,,青森県青森市,AB型,172cm,,日本ジャーナリスト専門学校中退,大川 豊,,1995/1/1,,,,,http://www.wgwf.com/kousei/pages/sanpei.htm,,
2031,88,三福エンターテイメント,三福 英敬（みふく ひでたか）,エンタメ兄さん、エンタメ先生,1983/1/19,,鹿児島県指宿市,A型,182cm,,明治学院大学文学部芸術学科映像専攻科卒,,スクールJCA16期,2008/1/1,,,,,http://www.pjinriki.com/talent/mifukuentertainment/,,
2032,125,みほとけ,野口 実穂,,1994/10/27,,神奈川県鎌倉市,A型,,,,,,,,,,,https://www.mihotokeofficial.com/,,
2033,107,三又又三,三又 忠久（みまた ただひさ）,又三 ミマタ みまっちゃん,1967/5/27,,岩手県花巻市,,175cm,共通語,仙台育英高校卒業,ビートたけし コロッケ,,1988/1/1,,,,,,,
2034,94,三村マサカズ,三村 勝和（みむら まさかず）,ミムちゃん　タマ職人,1967/6/8,,東京都墨田区,A型,165cm,,東海大学付属高輪台高等学校,,ホリプロ,1988/1/1,,既婚,,,,,
2035,108,宮川さゆみ,,,,,,,,,,宮川大助・花子,,2000/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=291,,
2036,999,宮川大好,,宮川大好（大好）（旧芸名）,1976/6/15,,大阪府高槻市,,,関西弁、共通語,,,,2014/1/1,,,,,,,
2037,108,宮川大助,松下 孝美,,1949/10/3,,鳥取県西伯郡余子村大字竹内,B型,179cm,,取県立米子工業高等学校電波通信科,大助：4代目宮川左近 花子：チャンバラトリオ,,1979/1/1,,,,,,,
2038,108,宮川大輔,宮川 大輔,お祭り男,1972/9/16,,京都府京都市,B型,172cm,京都弁 共通語,京都西高等学校 （現・京都外大西高等学校）,,NSC大阪校9期,1990/1/1,,既婚,父母、姉,,https://web.archive.org/web/20080206091452/http://daisuke.laff.jp/,,
2039,108,宮川花子,松下 美智代,,1954/8/28,,大阪府大阪市,AB型,160cm,,,大助：4代目宮川左近 花子：チャンバラトリオ,,1979/1/1,,,,,,,
2040,96,宮城けんじ,寺島 文雄（てらしま ふみお）,,1924/8/20,2005/10/19,宮城県亘理郡逢隈村（現：亘理町）,A型,,,,,,,,,,,,,
2041,125,三宅克幸,三宅 克幸 （みやけ かつゆき）,名無しのタツ ミヤタツ,1981/12/11,,岡山県,A型,183cm,共通語・岡山弁,,,,2007/1/1,2009/1/1,,,,,,
2042,104,三宅十空,三宅知明,ソラタソ,1979/6/20,,広島県広島市,A型,178cm,共通語,専門学校東京アナウンス学院,,,1999/1/1,,,,,https://www.watanabepro.co.jp/mypage/4000010/,,
2043,146,ミヤコ ,吉崎 勢津子（よしざき せつこ）,ミヤコ、ミヤピー,1958/9/20,1996/6/19,大阪府大阪市中央区,,,大阪弁,大阪外国語大学外国語学部イスパニア語科,,,1985/1/1,1996/1/1,未婚,,なし,,,
2044,999,ミヤコ蝶々,日向 鈴子,ミスワカナ (2代目),1920/7/6,2000/10/12,,B型,,,,,,,,三遊亭柳枝（1942年1947年） 南都雄二（1947年1958年）,,,,,
2045,999,都家文雄,苗村 正次,,1893/3/1,1971/5/4,,,,,,,,1913/1/1,1970/1/1,,,人生幸朗・生恵幸子、都家文路、都家文広、東文章・こま代,,,
2046,117,宮崎げんき,,,1967/1/10,,兵庫県,AB型,169cm,,,,,1990/1/1,,,,,https://www.shochikugeino.co.jp/talents/miyazakigenki/,,
2047,108,宮﨑拓也,,,,,,,,,,,NSC東京校17期,2012/9/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=7260,https://www.youtube.com/channel/https://www.youtube.com/channel/UCQWm_BSDONP9rC93uvx4xjw/about,
2048,108,宮迫博之,宮迫博之,,1970/3/31,,大阪府茨木市,B型,169?cm (5?ft 7?in),大阪弁,金光第一高等学校 （現・金光大阪高等学校）,,NSC大阪校7期,1988/1/1,,一般女性（1998年）,,,https://miyasakodesu.com/,https://www.youtube.com/channel/UCtubooLn_qgqoWsWSUWuHw,
2049,96,宮澤聡,,,1984/5/17,,東京都,A型,171cm,,学習院大学経済学部経済学科,,ワタナベコメディスクール4期,2008/1/1,,,,,https://www.maseki.co.jp/talent/zigzagziggy,,
2050,108,宮地謙典,,,,,,,,,,,渋谷公園通り劇場,1997/1/1,,,,,https://web.archive.org/web/20080207025057/http://nibunnogo.laff.jp/,,
2051,60,ミヤシタガク,宮下 覚（読み同じ）,,1978/11/12,,岩手県盛岡市,B型,,,,,NSC東京校8期,2003/4/1,,,,,,,
2052,128,宮下兼史鷹,同じ,,1990/11/16,,群馬県佐波郡玉村町,A型,168cm,共通語,,,太田プロエンタテイメント学院東京校芸人コース5期生,2013/1/1,,,,,https://www.ohtapro.co.jp/talent/miyashitakusanagi.html,,
2053,999,宮島里奈,,,1984/3/6,,福岡県（後に東京都へ）,A型,,,,,,,,,,,,,
2054,125,みやぞん,宮園 大耕,,1985/4/25,,東京都足立区,A型,172cm,,東京都立荒川商業高等学校,どぶろっく,東京都足立区,2009/1/1,,,,,http://asaikikaku.co.jp/talent/profile/anzenmanzai,,
2055,999,宮田愛理,,ちぇんちぇん,1987/4/7,,埼玉県狭山市,O型,152.8 cm,,,,,,,,,,,,
2056,999,宮田陽,,,,,,,,,,宮田章司,TIME Produce（小劇団）,1999/1/1,,,,,,,
2057,999,宮地眞理子,,,1978/2/27,,東京都,,,,,,,,,,,,,,
2058,108,宮戸洋行,,,1984/8/29,,大阪府大阪市天王寺区,AB型,181cm,,神戸大学経済学部中退,,NSC大阪校27期,2006/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=402,,
2059,117,みょーちゃん,茖荷 貴史（みょうが たかふみ）,,1975/9/23,,鳥取県境港市,A型,173cm,,大阪電気通信大学,,,1996/1/1,,,,,https://www.shochikugeino.co.jp/talents/myochan/,,
2060,117,みよこ,山中美代子,,1983/12/13,,東京都江戸川区,B型,163cm,,日出高等学校,,,,,,,,https://www.shochikugeino.co.jp/talents/miyoko/,,
2061,129,三好宏明,,,,,,,,,,,,2003/1/1,,,,,,,
2062,95,三好博道,,,,,,,,,,,ホリプロコムお笑いオーディション,2003/1/1,,,,,http://com.horipro.co.jp/talent/okishijen/,,
2063,151,ミラクルひかる,,,1980/4/9,,兵庫県豊岡市,A型,,,,,,,,,,,,,
2064,999,みる香,,,,,島根県安来市,O型,,,,,,,,,,,,,
